"","x"
"973","rt : #citethedoi is it trending yet??    https://t.co/btbe36dsre"
"974","rt :  just a matter of time to get 2,000,000  observers!  #instantpot #biodiversit…"
"975","one of the best keynotes i've been to. super inspiring and exciting. thank you  and !… https://t.co/xld9ttrjfo"
"976","rt : today at 13:42, make sure you don’t miss our cto juan miguel gonzález-aranda talking about ‘facing e-biodiversity challe…"
"977","rt : more #citizenscience sessions at  for me! these talks will focus on advancing the quality of diverse citiz…"
"978"," sorry to have missed you but hope you have a great  conference. following your tweets with interest."
"979","rt : jorge soberon gives a fantastic plenary talk on the history and development on distribution data and models to predict s…"
"980","more #citizenscience sessions at  for me! these talks will focus on advancing the quality of diverse citizen science data."
"981","rt : jorge soberon gives a fantastic plenary talk on the history and development on distribution data and models to predict s…"
"982"," sounds like you knocked it out of the park with your  keynote. congratulations! https://t.co/x97zougblw"
"983","rt : today at 13:42, make sure you don’t miss our cto juan miguel gonzález-aranda talking about ‘facing e-biodiversity challe…"
"984","rt : jorge soberon gives a fantastic plenary talk on the history and development on distribution data and models to predict s…"
"985","rt : vote pi 0301 in the  poster competition
 https://t.co/8hioxx9tin"
"986","a lot of data can be derived from specimens, this information needs to be unambiguously linked to specimen.… https://t.co/yyozh4tna4"
"987","ss47 advancing biodiversity research through artificial intelligence  full of attendees as expecte… https://t.co/tilbxyaqpq"
"988","vote pi 0301 in the  poster competition
 https://t.co/8hioxx9tin"
"989","rt : today at 13:42, make sure you don’t miss our cto juan miguel gonzález-aranda talking about ‘facing e-biodiversity challe…"
"990","rt : today at 13:42, make sure you don’t miss our cto juan miguel gonzález-aranda talking about ‘facing e-biodiversity challe…"
"991","rt : have you discovered  yet? free online access to biodiversity literature, a total of 56 million pages! but what n…"
"992","rt : today at 13:42, make sure you don’t miss our cto juan miguel gonzález-aranda talking about ‘facing e-biodiversity challe…"
"993","today at 13:42, make sure you don’t miss our cto juan miguel gonzález-aranda talking about ‘facing e-biodiversity c… https://t.co/ujiadx3qsm"
"994","design studies showed that we need to coordinate scattered research acitivies around #collections to better use our… https://t.co/dk7n4neyqy"
"995","hearing about lots of exciting citizen science projects at . why not give  a try? https://t.co/tnldtq5ooa"
"996","rt : enough said...

   #citethedoi https://t.co/5bypfhbsnp"
"997","a mega session on traits in  https://t.co/rqpacamsz0"
"998","rt : . shares a subset of its data with . these observations have dois in gbif that can be tracked back to this…"
"999","rt : #inaturalist takes its species descriptions directly from  and if a user submits an observation for a species…"
"1000","rt : dr. carrie seltzer  of  reiterates how critical it is to #citethedoi if you're using #gbif dat…"
"1001","rt : jorge soberon gives a fantastic plenary talk on the history and development on distribution data and models to predict s…"
"1002","rt : clear messaging <U+2714> #citethedoi  https://t.co/1dzn8mseka"
"1003","rt : . making the case for the role of people within our systems of biodiversity data, answering the most natura…"
"1004","full full house for the session on biodiversity and ai!  https://t.co/mtbcqxmjnv"
"1005","it seems everybody wants to see  and others presentation in... the smallest room of the building <U+0001F642>… https://t.co/jjck2i8y9Rs…"
"1006","rt : jorge soberon and  have kicked off today's  proceedings with keynotes on the path from rese…"
"1007","rt : this cannot be repeated too many times :) thanks   for the great work and support. please help sprea…"
"1008","rt : the focus of  now is on #citizenscience with the talk of  from  https://t.co/…"
"1009","rt : enough said...

   #citethedoi https://t.co/5bypfhbsnp"
"1010","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"1011","#citethedoi is it trending yet??    https://t.co/btbe36dsre"
"1012","rt : enough said...

   #citethedoi https://t.co/5bypfhbsnp"
"1013","rt : great quotes from jorge soberón  about opinions around sharing biodiversity data in the 1990s. ""sharing data is…"
"1014","standing room only at the advancing biodiversity research through artificial intelligence session...… https://t.co/dz5ay6v06c"
"1015","rt : people are important to biodiversity and conservation  
  https://t.co/ntazxwraxj"
"1016","rt : #inaturalist takes its species descriptions directly from  and if a user submits an observation for a species…"
"1017","rt : jorge soberón  says: ""imitate the australians! combine museum databases, obtain environmental layers, do species…"
"1018"," folk may be interested in this! https://t.co/v3qelkvt21"
"1019","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"1020","rt :   uses computer vision models trained on millions of research-grade labeled observations #biodi…"
"1021","rt : dr. carrie seltzer  enthusiastically welcomes australia &;  to the global  fami…"
"1022","rt : so, public engagement with biodiversity identification via  is incredible, but it just can't compete with th…"
"1023","rt : dr. carrie seltzer  of  reiterates how critical it is to #citethedoi if you're using #gbif dat…"
"1024","rt : #inaturalist takes its species descriptions directly from  and if a user submits an observation for a species…"
"1025","  uses computer vision models trained on millions of research-grade labeled observations… https://t.co/clkiej8cr8"
"1026","rt : enough said...

   #citethedoi https://t.co/5bypfhbsnp"
"1027","rt : how to improve #biodiversity #data quality and how it affects science?

 of  &;  shares his…"
"1028","rt : i really like it when a speaker - especially a plenary speaker - does this, bringing a whole conference and multiple speakers t…"
"1029","rt :  : give credit when using  data from  #citethedoi   https:…"
"1030","rt : #inaturalist takes its species descriptions directly from  and if a user submits an observation for a species…"
"1031","rt : join the “enhancing #taxpub for dynamic #data exchange &; navigation” session today at  (<U+0001F550>13:30) with …s t…"
"1032","rt :  just a matter of time to get 2,000,000  observers!  #instantpot #biodiversit…"
"1033","rt : . activeert, vertelt . zo heeft één van de gebruikers een kleine leiden #bioblitz opgezet waa…"
"1034","rt : sommige gebruikers van  zijn echte specialisten, die helpen met het identificeren van soorten over de hele…"
"1035","rt : enough said...

   #citethedoi https://t.co/5bypfhbsnp"
"1036","dr. carrie seltzer  enthusiastically welcomes australia &;  to the global … https://t.co/yxdwe2trbj"
"1037","rt : we sent an ai naturalist on a virtual bontany field trip to central london. it found &gt;31,000 relevant photos on flickr, an…"
"1038","rt : . making the case for the role of people within our systems of biodiversity data, answering the most natura…"
"1039","rt : ""waarom, ondanks alles kennis, verliezen we nog steeds #biodiversiteit?"" 
 vertelt over , een…"
"1040"," just a matter of time to get 2,000,000  observers!  #instantpot… https://t.co/owr4g602uf"
"1041","rt : join the “enhancing #taxpub for dynamic #data exchange &; navigation” session today at  (<U+0001F550>13:30) with …n…"
